RapidGrow,12582912,1,3415706341,3.68383893221809,271
RapidGrow,12582912,2,3834913411,3.281146313214632,609
RapidGrow,12582912,3,3280418798,3.835763899314175,782
RapidGrow,12582912,4,3262818678,3.8564545694316394,1037
RapidGrow,12582912,5,3427079527,3.671613658471136,1361
RapidGrow,12582912,6,2832065786,4.443015434952893,1350
RapidGrow,12582912,7,3334769068,3.7732483849463363,1855
RapidGrow,12582912,8,3023515016,4.161683316739975,1922
RapidGrow,12582912,9,3301724360,3.811012255426434,2361
RapidGrow,12582912,10,3517560390,3.577170142059736,2795
